deviceIndex,streamType,hwTimestampUs,globalTimestampUs,sysTimestampUs,frameNumber
0,DEPTH,1787555493219199,1787555493222699,1787555493243436,69
0,DEPTH,1787555493252533,1787555493256032,1787555493276728,70
0,DEPTH,1787555493285872,1787555493289370,1787555493310069,71
0,DEPTH,1787555493319201,1787555493322698,1787555493343351,72
0,DEPTH,1787555493352543,1787555493356040,1787555493376746,73
0,DEPTH,1787555493385866,1787555493389362,1787555493410107,74
0,DEPTH,1787555493419217,1787555493422712,1787555493443461,75
0,DEPTH,1787555493452542,1787555493456036,1787555493477035,76
0,DEPTH,1787555493485888,1787555493489381,1787555493510080,77
0,DEPTH,1787555493519202,1787555493522695,1787555493543402,78
0,DEPTH,1787555493552536,1787555493556028,1787555493576797,79
0,DEPTH,1787555493585872,1787555493589363,1787555493610080,80
0,DEPTH,1787555493619201,1787555493622856,1787555493643468,81
0,DEPTH,1787555493652536,1787555493656191,1787555493676791,82
0,DEPTH,1787555493685870,1787555493689525,1787555493710075,83
0,DEPTH,1787555493719204,1787555493722859,1787555493743572,84
0,DEPTH,1787555493752543,1787555493756198,1787555493776945,85
0,DEPTH,1787555493785876,1787555493789531,1787555493810102,86
0,DEPTH,1787555493819218,1787555493822873,1787555493843402,87
0,DEPTH,1787555493852538,1787555493856193,1787555493876748,88
0,DEPTH,1787555493885880,1787555493889535,1787555493910245,89
0,DEPTH,1787555493919204,1787555493922859,1787555493943744,90
0,DEPTH,1787555493952538,1787555493956193,1787555493976937,91
0,DEPTH,1787555493985874,1787555493989529,1787555494010471,92
0,DEPTH,1787555494019210,1787555494022865,1787555494043454,93
0,DEPTH,1787555494052543,1787555494056198,1787555494076686,94
0,DEPTH,1787555494085871,1787555494089526,1787555494110340,95
0,DEPTH,1787555494119205,1787555494122860,1787555494143394,96
0,DEPTH,1787555494119205,1787555494122860,1787555494176670,97
0,DEPTH,1787555494185876,1787555494189531,1787555494210025,98
0,DEPTH,1787555494219207,1787555494222862,1787555494243615,99
0,DEPTH,1787555494252543,1787555494256198,1787555494276776,100
0,DEPTH,1787555494285874,1787555494289529,1787555494310374,101
0,DEPTH,1787555494285874,1787555494289529,1787555494343322,102
0,DEPTH,1787555494352571,1787555494356226,1787555494376748,103
0,DEPTH,1787555494385887,1787555494389542,1787555494410010,104
0,DEPTH,1787555494419207,1787555494422862,1787555494443487,105
0,DEPTH,1787555494452545,1787555494456200,1787555494476666,106
0,DEPTH,1787555494485877,1787555494489532,1787555494510373,107
0,DEPTH,1787555494519215,1787555494522870,1787555494543579,108
0,DEPTH,1787555494552542,1787555494556197,1787555494576985,109
0,DEPTH,1787555494585878,1787555494589533,1787555494610476,110
0,DEPTH,1787555494619210,1787555494622808,1787555494643560,111
0,DEPTH,1787555494652544,1787555494656141,1787555494676874,112
0,DEPTH,1787555494685886,1787555494689483,1787555494710293,113
0,DEPTH,1787555494719214,1787555494722811,1787555494743830,114
0,DEPTH,1787555494752546,1787555494756143,1787555494777058,115
0,DEPTH,1787555494785886,1787555494789482,1787555494810296,116
0,DEPTH,1787555494819212,1787555494822808,1787555494843866,117
0,DEPTH,1787555494852547,1787555494856143,1787555494877366,118
0,DEPTH,1787555494885879,1787555494889475,1787555494910457,119
0,DEPTH,1787555494919216,1787555494922811,1787555494943401,120
0,DEPTH,1787555494952551,1787555494956146,1787555494976729,121
0,DEPTH,1787555494985877,1787555494989472,1787555495010328,122
0,DEPTH,1787555495019226,1787555495022821,1787555495043438,123
0,DEPTH,1787555495052547,1787555495056141,1787555495076803,124
0,DEPTH,1787555495085884,1787555495089478,1787555495110242,125
0,DEPTH,1787555495119219,1787555495122813,1787555495143340,126
0,DEPTH,1787555495152547,1787555495156141,1787555495176634,127
0,DEPTH,1787555495185885,1787555495189478,1787555495210280,128
0,DEPTH,1787555495219218,1787555495222811,1787555495243412,129
0,DEPTH,1787555495252552,1787555495256145,1787555495276728,130
0,DEPTH,1787555495285882,1787555495289475,1787555495310364,131
0,DEPTH,1787555495319214,1787555495322806,1787555495343831,132
0,DEPTH,1787555495352551,1787555495356143,1787555495376691,133
0,DEPTH,1787555495385883,1787555495389475,1787555495410024,134
0,DEPTH,1787555495419222,1787555495422813,1787555495443635,135
0,DEPTH,1787555495452557,1787555495456148,1787555495476725,136
0,DEPTH,1787555495485882,1787555495489473,1787555495510513,137
0,DEPTH,1787555495519473,1787555495523064,1787555495544046,138
0,DEPTH,1787555495552615,1787555495556205,1787555495577223,139
0,DEPTH,1787555495585883,1787555495589473,1787555495610330,140
0,DEPTH,1787555495619235,1787555495622978,1787555495643367,141
0,DEPTH,1787555495652547,1787555495656290,1787555495677007,142
0,DEPTH,1787555495685885,1787555495689628,1787555495710038,143
0,DEPTH,1787555495719216,1787555495722960,1787555495743341,144
0,DEPTH,1787555495752550,1787555495756294,1787555495776736,145
0,DEPTH,1787555495785886,1787555495789630,1787555495810027,146
0,DEPTH,1787555495819218,1787555495822963,1787555495843324,147
0,DEPTH,1787555495852553,1787555495856298,1787555495876725,148
0,DEPTH,1787555495885885,1787555495889630,1787555495910017,149
0,DEPTH,1787555495919221,1787555495922967,1787555495943605,150
0,DEPTH,1787555495952561,1787555495956307,1787555495976956,151
0,DEPTH,1787555495985893,1787555495989640,1787555496010397,152
0,DEPTH,1787555496019224,1787555496022971,1787555496043687,153
0,DEPTH,1787555496019224,1787555496022971,1787555496076682,154
0,DEPTH,1787555496085913,1787555496089661,1787555496110215,155
0,DEPTH,1787555496085913,1787555496089661,1787555496143337,156
0,DEPTH,1787555496152562,1787555496156310,1787555496176675,157
0,COLOR,1787555491146092,1787555491148486,1787555491193778,7
0,COLOR,1787555491174185,1787555491176572,1787555491238538,8
0,COLOR,1787555491252574,1787555491254940,1787555491272094,9
0,COLOR,1787555491285908,1787555491288265,1787555491305525,10
0,COLOR,1787555491319240,1787555491321588,1787555491338816,11
0,COLOR,1787555491352571,1787555491354910,1787555491372417,12
0,COLOR,1787555491385910,1787555491388240,1787555491405704,13
0,COLOR,1787555491419239,1787555491421560,1787555491438662,14
0,COLOR,1787555491455455,1787555491457767,1787555491475304,15
0,COLOR,1787555491485917,1787555491488221,1787555491505560,16
0,COLOR,1787555491519254,1787555491521549,1787555491538854,17
0,COLOR,1787555491552622,1787555491554908,1787555491572179,18
0,COLOR,1787555491585916,1787555491588955,1787555491605219,19
0,COLOR,1787555491619251,1787555491622286,1787555491638798,20
0,COLOR,1787555491619251,1787555491622286,1787555491672354,21
0,COLOR,1787555491685931,1787555491688957,1787555491705279,22
0,COLOR,1787555491719251,1787555491722273,1787555491738800,23
0,COLOR,1787555491752633,1787555491755651,1787555491771934,24
0,COLOR,1787555491785921,1787555491788935,1787555491805349,25
0,COLOR,1787555491819251,1787555491822261,1787555491838923,26
0,COLOR,1787555491852581,1787555491855587,1787555491872170,27
0,COLOR,1787555491885919,1787555491888921,1787555491905144,28
0,COLOR,1787555491919248,1787555491922246,1787555491938765,29
0,COLOR,1787555491952637,1787555491955631,1787555491971916,30
0,COLOR,1787555491985915,1787555491988905,1787555492005255,31
0,COLOR,1787555492019251,1787555492022237,1787555492038938,32
0,COLOR,1787555492052590,1787555492055572,1787555492072370,33
0,COLOR,1787555492085921,1787555492088899,1787555492105713,34
0,COLOR,1787555492119250,1787555492122223,1787555492139019,35
0,COLOR,1787555492152582,1787555492155551,1787555492172400,36
0,COLOR,1787555492185917,1787555492188882,1787555492205989,37
0,COLOR,1787555492219266,1787555492222227,1787555492239016,38
0,COLOR,1787555492252584,1787555492255541,1787555492272380,39
0,COLOR,1787555492285919,1787555492288872,1787555492305693,40
0,COLOR,1787555492319253,1787555492322202,1787555492339268,41
0,COLOR,1787555492352582,1787555492355527,1787555492372040,42
0,COLOR,1787555492385920,1787555492388861,1787555492405427,43
0,COLOR,1787555492419258,1787555492422195,1787555492438548,44
0,COLOR,1787555492452585,1787555492455518,1787555492472191,45
0,COLOR,1787555492485925,1787555492488854,1787555492505799,46
0,COLOR,1787555492519253,1787555492522177,1787555492538827,47
0,COLOR,1787555492552591,1787555492555511,1787555492571916,48
0,COLOR,1787555492585919,1787555492588835,1787555492605395,49
0,COLOR,1787555492619259,1787555492622773,1787555492638652,50
0,COLOR,1787555492652587,1787555492656101,1787555492671937,51
0,COLOR,1787555492685926,1787555492689439,1787555492705635,52
0,COLOR,1787555492685926,1787555492689439,1787555492739050,53
0,COLOR,1787555492752642,1787555492756153,1787555492771919,54
0,COLOR,1787555492785925,1787555492789435,1787555492805291,55
0,COLOR,1787555492819255,1787555492822765,1787555492838979,56
0,COLOR,1787555492852592,1787555492856101,1787555492872336,57
0,COLOR,1787555492885944,1787555492889452,1787555492905236,58
0,COLOR,1787555492919256,1787555492922763,1787555492938915,59
0,COLOR,1787555492952593,1787555492956099,1787555492972382,60
0,COLOR,1787555492985940,1787555492989445,1787555493005408,61
0,COLOR,1787555493019260,1787555493022765,1787555493038930,62
0,COLOR,1787555493052593,1787555493056097,1787555493072204,63
0,COLOR,1787555493085924,1787555493089427,1787555493105606,64
0,COLOR,1787555493119257,1787555493122759,1787555493138749,65
0,COLOR,1787555493152622,1787555493156124,1787555493172270,66
0,COLOR,1787555493185927,1787555493189428,1787555493205583,67
0,COLOR,1787555493219257,1787555493222757,1787555493238745,68
0,COLOR,1787555493252591,1787555493256090,1787555493272095,69
0,COLOR,1787555493285930,1787555493289428,1787555493305273,70
0,COLOR,1787555493319258,1787555493322755,1787555493338891,71
0,COLOR,1787555493352600,1787555493356097,1787555493372156,72
0,COLOR,1787555493385924,1787555493389420,1787555493405401,73
0,COLOR,1787555493385924,1787555493389420,1787555493438578,74
0,COLOR,1787555493452600,1787555493456094,1787555493472544,75
0,COLOR,1787555493485946,1787555493489439,1787555493505387,76
0,COLOR,1787555493519259,1787555493522751,1787555493538559,77
0,COLOR,1787555493552594,1787555493556086,1787555493571948,78
0,COLOR,1787555493585930,1787555493589421,1787555493605224,79
0,COLOR,1787555493619259,1787555493622914,1787555493638544,80
0,COLOR,1787555493652594,1787555493656249,1787555493671911,81
0,COLOR,1787555493685928,1787555493689583,1787555493705221,82
0,COLOR,1787555493719262,1787555493722917,1787555493739070,83
0,COLOR,1787555493752601,1787555493756256,1787555493772388,84
0,COLOR,1787555493785934,1787555493789589,1787555493805489,85
0,COLOR,1787555493819275,1787555493822930,1787555493838553,86
0,COLOR,1787555493852596,1787555493856251,1787555493872268,87
0,COLOR,1787555493885938,1787555493889593,1787555493905235,88
0,COLOR,1787555493919262,1787555493922917,1787555493938536,89
0,COLOR,1787555493952595,1787555493956250,1787555493971914,90
0,COLOR,1787555493985932,1787555493989587,1787555494005351,91
0,COLOR,1787555494019268,1787555494022923,1787555494038648,92
0,COLOR,1787555494052601,1787555494056256,1787555494071971,93
0,COLOR,1787555494085928,1787555494089583,1787555494105314,94
0,COLOR,1787555494119263,1787555494122918,1787555494138777,95
0,COLOR,1787555494152598,1787555494156253,1787555494171906,96
0,COLOR,1787555494185934,1787555494189589,1787555494205222,97
0,COLOR,1787555494219264,1787555494222919,1787555494238897,98
0,COLOR,1787555494252601,1787555494256256,1787555494272485,99
0,COLOR,1787555494252601,1787555494256256,1787555494305545,100
0,COLOR,1787555494319267,1787555494322922,1787555494339226,101
0,COLOR,1787555494352628,1787555494356283,1787555494371970,102
0,COLOR,1787555494352628,1787555494356283,1787555494405459,103
0,COLOR,1787555494419265,1787555494422920,1787555494438563,104
0,COLOR,1787555494452602,1787555494456257,1787555494472232,105
0,COLOR,1787555494485935,1787555494489590,1787555494505608,106
0,COLOR,1787555494519273,1787555494522928,1787555494538466,107
0,COLOR,1787555494552600,1787555494556255,1787555494572187,108
0,COLOR,1787555494585936,1787555494589590,1787555494605700,109
0,COLOR,1787555494619268,1787555494622866,1787555494639051,110
0,COLOR,1787555494652602,1787555494656200,1787555494672466,111
0,COLOR,1787555494685944,1787555494689541,1787555494705594,112
0,COLOR,1787555494719272,1787555494722869,1787555494738985,113
0,COLOR,1787555494752604,1787555494756201,1787555494772262,114
0,COLOR,1787555494785944,1787555494789541,1787555494805290,115
0,COLOR,1787555494819269,1787555494822865,1787555494839010,116
0,COLOR,1787555494852605,1787555494856201,1787555494872225,117
0,COLOR,1787555494885937,1787555494889533,1787555494905567,118
0,COLOR,1787555494919274,1787555494922869,1787555494938712,119
0,COLOR,1787555494952609,1787555494956204,1787555494972349,120
0,COLOR,1787555494985934,1787555494989529,1787555495005544,121
0,COLOR,1787555495019284,1787555495022879,1787555495038859,122
0,COLOR,1787555495052604,1787555495056198,1787555495072359,123
0,COLOR,1787555495085942,1787555495089536,1787555495105598,124
0,COLOR,1787555495085942,1787555495089536,1787555495138941,125
0,COLOR,1787555495152605,1787555495156199,1787555495171913,126
0,COLOR,1787555495185943,1787555495189536,1787555495205236,127
0,COLOR,1787555495219276,1787555495222869,1787555495238596,128
0,COLOR,1787555495252609,1787555495256202,1787555495271928,129
0,COLOR,1787555495252609,1787555495256202,1787555495305216,130
0,COLOR,1787555495285939,1787555495289531,1787555495338567,131
0,COLOR,1787555495352609,1787555495356201,1787555495372250,132
0,COLOR,1787555495385941,1787555495389533,1787555495405728,133
0,COLOR,1787555495419280,1787555495422871,1787555495439051,134
0,COLOR,1787555495452615,1787555495456206,1787555495472376,135
0,COLOR,1787555495485939,1787555495489530,1787555495505747,136
0,COLOR,1787555495519531,1787555495523122,1787555495539258,137
0,COLOR,1787555495552672,1787555495556263,1787555495572340,138
0,COLOR,1787555495585941,1787555495589531,1787555495605726,139
0,COLOR,1787555495619293,1787555495623036,1787555495639052,140
0,COLOR,1787555495652605,1787555495656348,1787555495672505,141
0,COLOR,1787555495685943,1787555495689687,1787555495705595,142
0,COLOR,1787555495719274,1787555495723018,1787555495738891,143
0,COLOR,1787555495752608,1787555495756352,1787555495772254,144
0,COLOR,1787555495785944,1787555495789689,1787555495805692,145
0,COLOR,1787555495819275,1787555495823020,1787555495838925,146
0,COLOR,1787555495852610,1787555495856355,1787555495872584,147
0,COLOR,1787555495885943,1787555495889689,1787555495905646,148
0,COLOR,1787555495919278,1787555495923024,1787555495939056,149
0,COLOR,1787555495952619,1787555495956365,1787555495972769,150
0,COLOR,1787555495985951,1787555495989697,1787555496005805,151
0,COLOR,1787555496019282,1787555496023029,1787555496039030,152
0,COLOR,1787555496052610,1787555496056357,1787555496072573,153
0,COLOR,1787555496085971,1787555496089718,1787555496105627,154
0,COLOR,1787555496119286,1787555496123034,1787555496139286,155
0,COLOR,1787555496152620,1787555496156368,1787555496172689,156
1,DEPTH,1787555491174564,1787555491176630,1787555491198585,8
1,DEPTH,1787555491219617,1787555491221672,1787555491243837,9
1,DEPTH,1787555491252953,1787555491255001,1787555491277120,10
1,DEPTH,1787555491286288,1787555491288328,1787555491310446,11
1,DEPTH,1787555491319620,1787555491321652,1787555491343720,12
1,DEPTH,1787555491352951,1787555491354975,1787555491376769,13
1,DEPTH,1787555491386290,1787555491388306,1787555491410229,14
1,DEPTH,1787555491419619,1787555491421628,1787555491443842,15
1,DEPTH,1787555491454283,1787555491456283,1787555491478489,16
1,DEPTH,1787555491486292,1787555491488285,1787555491510422,17
1,DEPTH,1787555491519629,1787555491521614,1787555491543492,18
1,DEPTH,1787555491552998,1787555491554975,1787555491577188,19
1,DEPTH,1787555491586291,1787555491588950,1787555491610250,20
1,DEPTH,1787555491619626,1787555491622282,1787555491643654,21
1,DEPTH,1787555491652958,1787555491655611,1787555491677306,22
1,DEPTH,1787555491686307,1787555491688957,1787555491710525,23
1,DEPTH,1787555491719627,1787555491722274,1787555491743827,24
1,DEPTH,1787555491719627,1787555491722274,1787555491777213,25
1,DEPTH,1787555491786297,1787555491788938,1787555491810332,26
1,DEPTH,1787555491819627,1787555491822264,1787555491844025,27
1,DEPTH,1787555491852957,1787555491855591,1787555491876852,28
1,DEPTH,1787555491886295,1787555491888926,1787555491910477,29
1,DEPTH,1787555491919624,1787555491922252,1787555491943638,30
1,DEPTH,1787555491953013,1787555491955637,1787555491976871,31
1,DEPTH,1787555491986292,1787555491988913,1787555492010247,32
1,DEPTH,1787555492019628,1787555492022246,1787555492043874,33
1,DEPTH,1787555492052966,1787555492055581,1787555492077315,34
1,DEPTH,1787555492086298,1787555492088910,1787555492110687,35
1,DEPTH,1787555492119627,1787555492122236,1787555492143851,36
1,DEPTH,1787555492152959,1787555492155565,1787555492177031,37
1,DEPTH,1787555492186294,1787555492188896,1787555492210349,38
1,DEPTH,1787555492219643,1787555492222242,1787555492243812,39
1,DEPTH,1787555492252961,1787555492255557,1787555492277048,40
1,DEPTH,1787555492286296,1787555492288889,1787555492310332,41
1,DEPTH,1787555492319630,1787555492322220,1787555492343648,42
1,DEPTH,1787555492352960,1787555492355547,1787555492377173,43
1,DEPTH,1787555492386298,1787555492388881,1787555492410318,44
1,DEPTH,1787555492419636,1787555492422216,1787555492443460,45
1,DEPTH,1787555492452962,1787555492455539,1787555492477039,46
1,DEPTH,1787555492486302,1787555492488876,1787555492510281,47
1,DEPTH,1787555492519631,1787555492522202,1787555492544357,48
1,DEPTH,1787555492552969,1787555492555537,1787555492577002,49
1,DEPTH,1787555492586297,1787555492589435,1787555492610306,50
1,DEPTH,1787555492619638,1787555492622776,1787555492643667,51
1,DEPTH,1787555492652965,1787555492656104,1787555492676946,52
1,DEPTH,1787555492686304,1787555492689443,1787555492710641,53
1,DEPTH,1787555492719633,1787555492722772,1787555492743894,54
1,DEPTH,1787555492753020,1787555492756159,1787555492777115,55
1,DEPTH,1787555492786303,1787555492789442,1787555492810309,56
1,DEPTH,1787555492819633,1787555492822772,1787555492843682,57
1,DEPTH,1787555492852970,1787555492856109,1787555492877336,58
1,DEPTH,1787555492886322,1787555492889462,1787555492910460,59
1,DEPTH,1787555492919634,1787555492922774,1787555492943867,60
1,DEPTH,1787555492952972,1787555492956112,1787555492977419,61
1,DEPTH,1787555492986318,1787555492989458,1787555493010525,62
1,DEPTH,1787555493019639,1787555493022779,1787555493043686,63
1,DEPTH,1787555493052972,1787555493056112,1787555493077368,64
1,DEPTH,1787555493086302,1787555493089442,1787555493110620,65
1,DEPTH,1787555493119636,1787555493122776,1787555493143825,66
1,DEPTH,1787555493153001,1787555493156142,1787555493177275,67
1,DEPTH,1787555493186306,1787555493189447,1787555493210503,68
1,DEPTH,1787555493219636,1787555493222777,1787555493243685,69
1,DEPTH,1787555493252970,1787555493256111,1787555493276911,70
1,DEPTH,1787555493286309,1787555493289450,1787555493310323,71
1,DEPTH,1787555493319638,1787555493322779,1787555493343648,72
1,DEPTH,1787555493352980,1787555493356121,1787555493377015,73
1,DEPTH,1787555493386304,1787555493389445,1787555493410277,74
1,DEPTH,1787555493419654,1787555493422795,1787555493443832,75
1,DEPTH,1787555493452980,1787555493456122,1787555493477083,76
1,DEPTH,1787555493486326,1787555493489468,1787555493510326,77
1,DEPTH,1787555493519639,1787555493522781,1787555493543863,78
1,DEPTH,1787555493552974,1787555493556116,1787555493576943,79
1,DEPTH,1787555493586310,1787555493589608,1787555493612219,80
1,DEPTH,1787555493619639,1787555493622938,1787555493643705,81
1,DEPTH,1787555493652974,1787555493656274,1787555493677009,82
1,DEPTH,1787555493686308,1787555493689609,1787555493710340,83
1,DEPTH,1787555493719642,1787555493722944,1787555493743786,84
1,DEPTH,1787555493752981,1787555493756284,1787555493776990,85
1,DEPTH,1787555493786314,1787555493789618,1787555493810543,86
1,DEPTH,1787555493819656,1787555493822960,1787555493843303,87
1,DEPTH,1787555493852976,1787555493856281,1787555493876963,88
1,DEPTH,1787555493886319,1787555493889625,1787555493910008,89
1,DEPTH,1787555493919643,1787555493922950,1787555493943677,90
1,DEPTH,1787555493952976,1787555493956284,1787555493977004,91
1,DEPTH,1787555493952976,1787555493956284,1787555494010207,92
1,DEPTH,1787555494019649,1787555494022959,1787555494043865,93
1,DEPTH,1787555494052982,1787555494056293,1787555494076775,94
1,DEPTH,1787555494086310,1787555494089622,1787555494110126,95
1,DEPTH,1787555494119644,1787555494122957,1787555494143345,96
1,DEPTH,1787555494152980,1787555494156294,1787555494177145,97
1,DEPTH,1787555494186315,1787555494189630,1787555494210542,98
1,DEPTH,1787555494219646,1787555494222961,1787555494243606,99
1,DEPTH,1787555494252982,1787555494256298,1787555494277214,100
1,DEPTH,1787555494286313,1787555494289630,1787555494310520,101
1,DEPTH,1787555494319649,1787555494322967,1787555494343854,102
1,DEPTH,1787555494353010,1787555494356329,1787555494377199,103
1,DEPTH,1787555494386327,1787555494389647,1787555494410024,104
1,DEPTH,1787555494419647,1787555494422968,1787555494443539,105
1,DEPTH,1787555494452984,1787555494456306,1787555494477131,106
1,DEPTH,1787555494486317,1787555494489640,1787555494510348,107
1,DEPTH,1787555494519655,1787555494522979,1787555494543535,108
1,DEPTH,1787555494552982,1787555494556307,1787555494576982,109
1,DEPTH,1787555494586318,1787555494589644,1787555494610387,110
1,DEPTH,1787555494619650,1787555494622932,1787555494643842,111
1,DEPTH,1787555494652984,1787555494656267,1787555494677098,112
1,DEPTH,1787555494686327,1787555494689611,1787555494710181,113
1,DEPTH,1787555494719655,1787555494722939,1787555494743900,114
1,DEPTH,1787555494752987,1787555494756272,1787555494776945,115
1,DEPTH,1787555494786327,1787555494789613,1787555494810480,116
1,DEPTH,1787555494819652,1787555494822938,1787555494843711,117
1,DEPTH,1787555494852987,1787555494856274,1787555494876981,118
1,DEPTH,1787555494886320,1787555494889608,1787555494910354,119
1,DEPTH,1787555494919657,1787555494922945,1787555494943423,120
1,DEPTH,1787555494952992,1787555494956281,1787555494976769,121
1,DEPTH,1787555494952992,1787555494956281,1787555495010262,122
1,DEPTH,1787555495019667,1787555495022958,1787555495043331,123
1,DEPTH,1787555495052988,1787555495056279,1787555495077038,124
1,DEPTH,1787555495086325,1787555495089617,1787555495110054,125
1,DEPTH,1787555495119660,1787555495122953,1787555495143689,126
1,DEPTH,1787555495152989,1787555495156282,1787555495177374,127
1,DEPTH,1787555495186326,1787555495189620,1787555495210480,128
1,DEPTH,1787555495219659,1787555495222954,1787555495243656,129
1,DEPTH,1787555495252993,1787555495256289,1787555495277026,130
1,DEPTH,1787555495286323,1787555495289619,1787555495310283,131
1,DEPTH,1787555495319656,1787555495322953,1787555495344039,132
1,DEPTH,1787555495352993,1787555495356291,1787555495377090,133
1,DEPTH,1787555495386325,1787555495389623,1787555495410535,134
1,DEPTH,1787555495419664,1787555495422963,1787555495443574,135
1,DEPTH,1787555495452999,1787555495456299,1787555495477052,136
1,DEPTH,1787555495486324,1787555495489625,1787555495510284,137
1,DEPTH,1787555495519915,1787555495523216,1787555495544078,138
1,DEPTH,1787555495553057,1787555495556359,1787555495577139,139
1,DEPTH,1787555495586325,1787555495589628,1787555495610389,140
1,DEPTH,1787555495619677,1787555495623143,1787555495643848,141
1,DEPTH,1787555495652990,1787555495656458,1787555495677251,142
1,DEPTH,1787555495686328,1787555495689797,1787555495710492,143
1,DEPTH,1787555495719659,1787555495723129,1787555495743871,144
1,DEPTH,1787555495752993,1787555495756465,1787555495777140,145
1,DEPTH,1787555495786329,1787555495789802,1787555495810395,146
1,DEPTH,1787555495819660,1787555495823134,1787555495843680,147
1,DEPTH,1787555495852996,1787555495856472,1787555495877077,148
1,DEPTH,1787555495886328,1787555495889805,1787555495910381,149
1,DEPTH,1787555495919664,1787555495923143,1787555495943820,150
1,DEPTH,1787555495953004,1787555495956484,1787555495976933,151
1,DEPTH,1787555495986337,1787555495989818,1787555496010418,152
1,DEPTH,1787555496019667,1787555496023150,1787555496043656,153
1,DEPTH,1787555496052996,1787555496056480,1787555496077055,154
1,DEPTH,1787555496086357,1787555496089843,1787555496110522,155
1,DEPTH,1787555496119672,1787555496123159,1787555496143888,156
1,DEPTH,1787555496153005,1787555496156494,1787555496177152,157
1,COLOR,1787555491174622,1787555491176688,1787555491193793,7
1,COLOR,1787555491219675,1787555491221730,1787555491238741,8
1,COLOR,1787555491253011,1787555491255058,1787555491272220,9
