comparison_type,device_i,device_j,stream,hw_diff_us,global_diff_us,sys_diff_us,timestamp_us
cross_stream,0,0,depth+color,-57,-57,2950,1786588038047353
cross_stream,0,0,depth+color,-57,-56,4950,1786588038080946
cross_stream,0,0,depth+color,-57,-57,5010,1786588038114336
cross_stream,0,0,depth+color,-57,-57,5074,1786588038147714
cross_stream,0,0,depth+color,-58,-58,4941,1786588038180955
cross_stream,0,0,depth+color,-58,-58,4989,1786588038213872
cross_stream,0,0,depth+color,-58,-58,5105,1786588038247488
cross_stream,0,0,depth+color,-58,-58,4938,1786588038280715
cross_stream,0,0,depth+color,-58,-58,4839,1786588038313829
cross_stream,0,0,depth+color,-58,-58,4799,1786588038347582
cross_stream,0,0,depth+color,-58,-58,4477,1786588038380424
cross_stream,0,0,depth+color,-57,-56,4841,1786588038414097
cross_stream,0,0,depth+color,-57,-57,4808,1786588038447421
cross_stream,0,0,depth+color,-58,-58,4671,1786588038480624
cross_stream,0,0,depth+color,-58,-58,4727,1786588038514127
cross_stream,0,0,depth+color,-58,-58,4942,1786588038547629
cross_stream,0,0,depth+color,-58,-58,4635,1786588038580715
cross_stream,0,0,depth+color,-58,-58,4921,1786588038614163
cross_stream,0,0,depth+color,-58,-58,4675,1786588038647463
cross_stream,0,0,depth+color,-57,-57,4650,1786588038680719
cross_stream,0,0,depth+color,-57,-57,4600,1786588038713999
cross_stream,0,0,depth+color,-58,-58,5170,1786588038747525
cross_stream,0,0,depth+color,-58,-58,5143,1786588038780818
cross_stream,0,0,depth+color,-57,-56,4591,1786588038813988
cross_stream,0,0,depth+color,-58,-58,5023,1786588038847491
cross_stream,0,0,depth+color,-58,-58,4625,1786588038880551
cross_stream,0,0,depth+color,-58,-58,5228,1786588038914037
cross_stream,0,0,depth+color,-58,-58,5048,1786588038947239
cross_stream,0,0,depth+color,-58,-58,5028,1786588038980797
cross_stream,0,0,depth+color,-58,-58,5072,1786588039014456
cross_stream,0,0,depth+color,-58,-58,4780,1786588039047374
cross_stream,0,0,depth+color,-58,-58,4754,1786588039080695
cross_stream,0,0,depth+color,-58,-58,4580,1786588039114028
cross_stream,0,0,depth+color,-58,-58,4404,1786588039147313
cross_stream,0,0,depth+color,-58,-57,4728,1786588039181006
cross_stream,0,0,depth+color,-57,-57,4440,1786588039213898
cross_stream,0,0,depth+color,-58,-58,5185,1786588039247584
cross_stream,0,0,depth+color,-58,-58,5072,1786588039280985
cross_stream,0,0,depth+color,-58,-58,4800,1786588039314038
cross_stream,0,0,depth+color,-58,-58,4893,1786588039347506
cross_stream,0,0,depth+color,-58,-58,37948,1786588039380561
cross_stream,0,0,depth+color,-58,-58,4642,1786588039414015
cross_stream,0,0,depth+color,-58,-58,4794,1786588039447310
cross_stream,0,0,depth+color,-58,-58,4999,1786588039480858
cross_stream,0,0,depth+color,-58,-58,4892,1786588039514139
cross_stream,0,0,depth+color,-58,-58,4824,1786588039547320
cross_stream,0,0,depth+color,-57,-57,5000,1786588039580829
cross_stream,0,0,depth+color,-58,-58,4991,1786588039614326
cross_stream,0,0,depth+color,-57,-57,5008,1786588039647350
cross_stream,0,0,depth+color,-57,-57,5149,1786588039680912
