groupId,deviceIndex,deviceSN,deviceTimestampUs,fileName
93,2,CPBG1630011D,1787132603073563,Device2_frame_000031_1787132603073563.png
94,0,CV3T561000B5,1787132603070868,Device0_frame_000031_1787132603070868.png
95,1,CV3T561000H0,1787132603070940,Device1_frame_000031_1787132603070940.png
96,2,CPBG1630011D,1787132603106886,Device2_frame_000032_1787132603106886.png
97,0,CV3T561000B5,1787132603104191,Device0_frame_000032_1787132603104191.png
98,1,CV3T561000H0,1787132603104263,Device1_frame_000032_1787132603104263.png
99,2,CPBG1630011D,1787132603140229,Device2_frame_000033_1787132603140229.png
100,0,CV3T561000B5,1787132603137534,Device0_frame_000033_1787132603137534.png
101,1,CV3T561000H0,1787132603137606,Device1_frame_000033_1787132603137606.png
102,2,CPBG1630011D,1787132603173557,Device2_frame_000034_1787132603173557.png
103,0,CV3T561000B5,1787132603170862,Device0_frame_000034_1787132603170862.png
104,1,CV3T561000H0,1787132603170934,Device1_frame_000034_1787132603170934.png
105,2,CPBG1630011D,1787132603206885,Device2_frame_000035_1787132603206885.png
106,1,CV3T561000H0,1787132603204262,Device1_frame_000035_1787132603204262.png
107,0,CV3T561000B5,1787132603204190,Device0_frame_000035_1787132603204190.png
108,0,CV3T561000B5,1787132603237525,Device0_frame_000036_1787132603237525.png
109,2,CPBG1630011D,1787132603240221,Device2_frame_000036_1787132603240221.png
110,1,CV3T561000H0,1787132603237597,Device1_frame_000036_1787132603237597.png
111,2,CPBG1630011D,1787132603273565,Device2_frame_000037_1787132603273565.png
112,0,CV3T561000B5,1787132603270869,Device0_frame_000037_1787132603270869.png
113,1,CV3T561000H0,1787132603270941,Device1_frame_000037_1787132603270941.png
114,2,CPBG1630011D,1787132603305213,Device2_frame_000038_1787132603305213.png
115,0,CV3T561000B5,1787132603304191,Device0_frame_000038_1787132603304191.png
116,1,CV3T561000H0,1787132603304263,Device1_frame_000038_1787132603304263.png
117,2,CPBG1630011D,1787132603338554,Device2_frame_000039_1787132603338554.png
118,0,CV3T561000B5,1787132603337532,Device0_frame_000039_1787132603337532.png
119,1,CV3T561000H0,1787132603337604,Device1_frame_000039_1787132603337604.png
120,2,CPBG1630011D,1787132603373547,Device2_frame_000040_1787132603373547.png
