comparison_type,device_i,device_j,stream,hw_diff_us,global_diff_us,sys_diff_us,timestamp_us
cross_stream,0,0,depth+color,-1,-1,-154266,1788558594438469
cross_stream,0,0,depth+color,-1,0,-123771,1788558594471732
cross_stream,0,0,depth+color,0,0,-92360,1788558594505048
cross_stream,0,0,depth+color,-1,-1,-60883,1788558594538433
cross_stream,0,0,depth+color,0,0,-29475,1788558594571731
cross_stream,0,0,depth+color,0,-1,1715,1788558594604849
cross_stream,0,0,depth+color,-1,-1,4925,1788558594638207
cross_stream,0,0,depth+color,-1,0,4993,1788558594671606
cross_stream,0,0,depth+color,-1,0,4676,1788558594704821
cross_stream,0,0,depth+color,-1,-1,4835,1788558594738312
cross_stream,0,0,depth+color,-1,-1,4874,1788558594771491
cross_stream,0,0,depth+color,-1,0,4755,1788558594804955
cross_stream,0,0,depth+color,0,0,4852,1788558594838284
cross_stream,0,0,depth+color,-1,0,4459,1788558594871473
cross_stream,0,0,depth+color,-1,-3,5002,1788558594904805
cross_stream,0,0,depth+color,-1,-1,4873,1788558594938281
cross_stream,0,0,depth+color,0,-1,4901,1788558594971740
cross_stream,0,0,depth+color,0,-1,4814,1788558595005129
cross_stream,0,0,depth+color,-1,-1,4704,1788558595038280
cross_stream,0,0,depth+color,0,1,4988,1788558595071604
cross_stream,0,0,depth+color,-1,-1,4823,1788558595104960
cross_stream,0,0,depth+color,0,0,5047,1788558595138467
cross_stream,0,0,depth+color,-1,-2,4971,1788558595171739
cross_stream,0,0,depth+color,-1,-2,5037,1788558595205128
cross_stream,0,0,depth+color,-1,-1,5002,1788558595238477
cross_stream,0,0,depth+color,-1,-1,4694,1788558595271498
cross_stream,0,0,depth+color,0,0,4983,1788558595305067
cross_stream,0,0,depth+color,-1,-1,4743,1788558595338155
cross_stream,0,0,depth+color,-1,0,4854,1788558595371606
cross_stream,0,0,depth+color,-1,-1,4905,1788558595438165
cross_stream,0,0,depth+color,-1,-1,4955,1788558595471718
cross_stream,0,0,depth+color,-1,0,4991,1788558595505077
cross_stream,0,0,depth+color,0,1,4678,1788558595538153
cross_stream,0,0,depth+color,-1,0,4969,1788558595571599
