comparison_type,device_i,device_j,stream,hw_diff_us,sys_diff_us,timestamp_us
cross_stream,1,1,depth+color,5,0,1784283660131868
cross_stream,1,1,depth+color,5,0,1784283660165086
cross_stream,1,1,depth+color,5,0,1784283660198787
cross_stream,1,1,depth+color,5,0,1784283660232137
cross_stream,1,1,depth+color,5,0,1784283660265077
cross_stream,1,1,depth+color,4,0,1784283660298791
cross_stream,1,1,depth+color,5,0,1784283660332313
cross_stream,1,1,depth+color,4,0,1784283660365668
cross_stream,1,1,depth+color,5,0,1784283660399425
cross_stream,1,1,depth+color,4,0,1784283660432396
cross_stream,1,1,depth+color,5,0,1784283660465847
cross_stream,1,1,depth+color,5,0,1784283660498896
cross_stream,1,1,depth+color,5,0,1784283660532107
cross_stream,1,1,depth+color,5,0,1784283660565790
cross_stream,1,1,depth+color,4,0,1784283660598567
cross_stream,1,1,depth+color,5,0,1784283660632165
cross_stream,1,1,depth+color,5,0,1784283660665201
cross_stream,1,1,depth+color,5,0,1784283660698739
cross_stream,1,1,depth+color,5,0,1784283660732190
cross_stream,1,1,depth+color,4,0,1784283660765384
cross_stream,1,1,depth+color,5,0,1784283660798445
cross_stream,1,1,depth+color,4,0,1784283660832020
cross_stream,1,1,depth+color,4,0,1784283660865392
cross_stream,1,1,depth+color,4,0,1784283660898730
cross_stream,1,1,depth+color,4,0,1784283660931858
cross_stream,1,1,depth+color,5,0,1784283660965226
cross_stream,1,1,depth+color,5,0,1784283660998886
cross_stream,1,1,depth+color,5,0,1784283661032067
cross_stream,1,1,depth+color,4,0,1784283661065305
cross_stream,1,1,depth+color,4,0,1784283661098540
cross_stream,1,1,depth+color,5,0,1784283661132078
cross_stream,1,1,depth+color,4,0,1784283661165325
cross_stream,1,1,depth+color,4,0,1784283661198931
cross_stream,1,1,depth+color,5,0,1784283661232021
cross_stream,1,1,depth+color,5,0,1784283661265154
cross_stream,1,1,depth+color,5,0,1784283661298655
cross_stream,1,1,depth+color,5,0,1784283661331833
cross_stream,1,1,depth+color,4,0,1784283661365642
cross_stream,1,1,depth+color,4,0,1784283661398921
cross_stream,1,1,depth+color,5,0,1784283661432159
cross_stream,1,1,depth+color,5,0,1784283661465439
cross_stream,1,1,depth+color,5,0,1784283661498734
cross_stream,1,1,depth+color,5,0,1784283661531897
cross_stream,1,1,depth+color,4,0,1784283661565414
cross_stream,1,1,depth+color,5,0,1784283661598678
cross_stream,1,1,depth+color,5,0,1784283661631855
cross_stream,1,1,depth+color,5,0,1784283661665757
cross_stream,1,1,depth+color,4,0,1784283661698864
cross_stream,1,1,depth+color,4,0,1784283661731866
cross_stream,1,1,depth+color,4,0,1784283661765521
cross_stream,1,1,depth+color,5,0,1784283661798569
cross_stream,1,1,depth+color,4,0,1784283661832004
cross_stream,1,1,depth+color,5,0,1784283661865848
cross_stream,1,1,depth+color,5,0,1784283661899081
cross_stream,1,1,depth+color,5,0,1784283661932365
cross_stream,1,1,depth+color,5,0,1784283661965569
cross_stream,1,1,depth+color,5,0,1784283661998618
cross_stream,1,1,depth+color,4,0,1784283662031968
cross_stream,1,1,depth+color,5,0,1784283662065591
cross_stream,1,1,depth+color,4,0,1784283662098832
cross_stream,1,1,depth+color,4,0,1784283662131976
cross_stream,1,1,depth+color,4,0,1784283662165061
cross_stream,1,1,depth+color,4,0,1784283662199068
cross_stream,1,1,depth+color,4,0,1784283662231888
cross_stream,1,1,depth+color,4,0,1784283662265314
cross_stream,1,1,depth+color,5,0,1784283662298742
cross_stream,1,1,depth+color,5,0,1784283662331849
cross_stream,1,1,depth+color,5,0,1784283662365473
cross_stream,1,1,depth+color,5,0,1784283662398512
cross_stream,1,1,depth+color,5,0,1784283662432098
cross_stream,1,1,depth+color,4,0,1784283662465321
cross_stream,1,1,depth+color,5,0,1784283662498653
cross_stream,1,1,depth+color,5,0,1784283662532616
cross_stream,1,1,depth+color,5,0,1784283662565578
cross_stream,1,1,depth+color,4,0,1784283662598958
cross_stream,1,1,depth+color,4,0,1784283662632231
cross_stream,1,1,depth+color,5,0,1784283662665905
cross_stream,1,1,depth+color,5,0,1784283662698820
cross_stream,1,1,depth+color,5,0,1784283662732282
cross_stream,1,1,depth+color,5,0,1784283662798773
cross_stream,1,1,depth+color,4,0,1784283662831875
cross_stream,1,1,depth+color,5,0,1784283662865340
cross_stream,1,1,depth+color,5,0,1784283662898893
cross_stream,1,1,depth+color,5,0,1784283662932403
cross_stream,1,1,depth+color,4,0,1784283662965369
cross_stream,1,1,depth+color,4,0,1784283662998702
cross_stream,1,1,depth+color,4,0,1784283663032179
cross_stream,1,1,depth+color,4,0,1784283663065337
cross_stream,1,1,depth+color,5,0,1784283663098482
cross_stream,1,1,depth+color,4,0,1784283663132363
cross_stream,1,1,depth+color,5,0,1784283663165405
cross_stream,1,1,depth+color,5,0,1784283663198780
cross_stream,1,1,depth+color,4,0,1784283663232142
cross_stream,1,1,depth+color,4,0,1784283663265163
cross_stream,1,1,depth+color,5,0,1784283663298990
cross_stream,1,1,depth+color,5,0,1784283663331871
cross_stream,1,1,depth+color,4,0,1784283663365394
cross_stream,1,1,depth+color,5,0,1784283663398536
cross_stream,1,1,depth+color,5,0,1784283663432335
cross_stream,1,1,depth+color,5,0,1784283663465659
cross_stream,1,1,depth+color,4,0,1784283663499453
cross_stream,1,1,depth+color,5,0,1784283663532119
cross_stream,1,1,depth+color,5,0,1784283663565422
cross_stream,1,1,depth+color,4,0,1784283663598914
cross_stream,1,1,depth+color,5,0,1784283663631704
cross_stream,1,1,depth+color,5,0,1784283663665516
cross_stream,1,1,depth+color,4,0,1784283663699098
cross_stream,1,1,depth+color,4,0,1784283663732567
cross_stream,1,1,depth+color,5,0,1784283663765516
cross_stream,1,1,depth+color,5,0,1784283663798371
cross_stream,1,1,depth+color,4,0,1784283663831999
cross_stream,1,1,depth+color,4,0,1784283663865463
cross_stream,1,1,depth+color,5,0,1784283663899086
cross_stream,1,1,depth+color,5,0,1784283663932331
cross_stream,1,1,depth+color,5,0,1784283663965081
cross_stream,1,1,depth+color,5,0,1784283663999076
cross_stream,1,1,depth+color,5,0,1784283664031938
cross_stream,1,1,depth+color,4,0,1784283664065440
cross_stream,1,1,depth+color,4,0,1784283664098959
cross_stream,1,1,depth+color,5,0,1784283664132090
cross_stream,1,1,depth+color,5,0,1784283664165654
cross_stream,1,1,depth+color,4,0,1784283664198981
cross_stream,1,1,depth+color,5,0,1784283664232286
cross_stream,1,1,depth+color,4,0,1784283664265609
cross_stream,1,1,depth+color,5,0,1784283664299106
cross_stream,1,1,depth+color,5,0,1784283664331823
cross_stream,1,1,depth+color,4,0,1784283664365216
cross_stream,1,1,depth+color,5,0,1784283664398506
cross_stream,1,1,depth+color,5,0,1784283664431880
cross_stream,1,1,depth+color,5,0,1784283664465566
cross_stream,1,1,depth+color,5,0,1784283664498947
cross_stream,1,1,depth+color,5,0,1784283664532383
cross_stream,1,1,depth+color,4,0,1784283664565418
cross_stream,1,1,depth+color,4,0,1784283664598986
cross_stream,1,1,depth+color,5,0,1784283664632330
cross_stream,1,1,depth+color,4,0,1784283664665662
cross_stream,1,1,depth+color,5,0,1784283664698479
cross_stream,1,1,depth+color,4,0,1784283664732227
cross_stream,1,1,depth+color,5,0,1784283664765465
cross_stream,1,1,depth+color,5,0,1784283664798947
cross_stream,1,1,depth+color,5,0,1784283664831921
cross_stream,1,1,depth+color,5,0,1784283664865800
cross_stream,1,1,depth+color,4,0,1784283664898340
cross_stream,1,1,depth+color,4,0,1784283664931744
cross_stream,1,1,depth+color,5,0,1784283664965271
cross_stream,1,1,depth+color,4,0,1784283664998863
cross_stream,1,1,depth+color,5,0,1784283665032100
cross_stream,1,1,depth+color,5,0,1784283665065134
cross_stream,1,1,depth+color,5,0,1784283665099257
cross_stream,1,1,depth+color,4,0,1784283665132536
cross_stream,1,1,depth+color,5,0,1784283665165024
cross_stream,1,1,depth+color,5,0,1784283665198758
cross_stream,1,1,depth+color,4,0,1784283665231776
cross_stream,1,1,depth+color,4,0,1784283665265025
cross_stream,1,1,depth+color,5,0,1784283665298906
cross_stream,1,1,depth+color,5,0,1784283665332121
cross_stream,1,1,depth+color,4,0,1784283665365101
cross_stream,1,1,depth+color,4,0,1784283665398732
cross_stream,1,1,depth+color,5,0,1784283665432170
cross_stream,1,1,depth+color,5,0,1784283665465502
cross_stream,1,1,depth+color,5,0,1784283665498995
cross_stream,1,1,depth+color,4,0,1784283665532206
cross_stream,1,1,depth+color,5,0,1784283665565406
cross_stream,1,1,depth+color,4,0,1784283665598501
cross_stream,1,1,depth+color,4,0,1784283665632049
cross_stream,1,1,depth+color,4,0,1784283665665611
cross_stream,1,1,depth+color,5,0,1784283665698860
cross_stream,1,1,depth+color,5,0,1784283665731918
cross_stream,1,1,depth+color,4,0,1784283665765437
cross_stream,1,1,depth+color,4,0,1784283665799070
cross_stream,1,1,depth+color,5,0,1784283665832545
cross_stream,1,1,depth+color,4,0,1784283665865164
cross_stream,1,1,depth+color,4,0,1784283665898908
cross_stream,1,1,depth+color,5,0,1784283665931886
cross_stream,1,1,depth+color,4,0,1784283665965126
cross_stream,1,1,depth+color,5,0,1784283665998453
cross_stream,1,1,depth+color,4,0,1784283666032008
cross_stream,1,1,depth+color,5,0,1784283666065238
cross_stream,1,1,depth+color,4,0,1784283666098559
cross_stream,1,1,depth+color,5,0,1784283666132116
cross_stream,1,1,depth+color,4,0,1784283666165399
cross_stream,1,1,depth+color,5,0,1784283666199024
cross_stream,1,1,depth+color,4,0,1784283666231872
cross_stream,1,1,depth+color,4,0,1784283666265185
cross_stream,1,1,depth+color,4,0,1784283666298811
cross_stream,1,1,depth+color,5,0,1784283666332088
cross_stream,1,1,depth+color,4,0,1784283666365206
cross_stream,1,1,depth+color,4,0,1784283666398542
cross_stream,1,1,depth+color,4,0,1784283666432170
cross_stream,1,1,depth+color,5,0,1784283666465146
cross_stream,1,1,depth+color,4,0,1784283666498551
cross_stream,1,1,depth+color,4,0,1784283666532122
cross_stream,1,1,depth+color,5,0,1784283666565417
cross_stream,1,1,depth+color,5,0,1784283666598833
cross_stream,1,1,depth+color,4,0,1784283666631814
cross_stream,1,1,depth+color,4,0,1784283666665549
cross_stream,1,1,depth+color,4,0,1784283666698819
cross_stream,1,1,depth+color,4,0,1784283666732119
cross_stream,1,1,depth+color,4,0,1784283666765480
cross_stream,1,1,depth+color,4,0,1784283666798827
cross_stream,1,1,depth+color,4,0,1784283666831880
cross_stream,1,1,depth+color,4,0,1784283666865470
cross_stream,1,1,depth+color,4,0,1784283666898515
cross_stream,1,1,depth+color,5,0,1784283666932142
cross_stream,1,1,depth+color,5,0,1784283666965570
cross_stream,1,1,depth+color,4,0,1784283666998864
cross_stream,1,1,depth+color,4,0,1784283667031888
cross_stream,1,1,depth+color,5,0,1784283667065466
cross_stream,1,1,depth+color,262,0,1784283667098380
cross_stream,1,1,depth+color,4,0,1784283667131797
cross_stream,1,1,depth+color,5,0,1784283667165408
cross_stream,1,1,depth+color,5,0,1784283667198346
cross_stream,1,1,depth+color,5,0,1784283667231683
cross_stream,1,1,depth+color,4,0,1784283667265198
cross_stream,1,1,depth+color,5,0,1784283667299065
cross_stream,1,1,depth+color,5,0,1784283667332167
cross_stream,1,1,depth+color,5,0,1784283667365184
cross_stream,1,1,depth+color,5,0,1784283667399032
cross_stream,1,1,depth+color,5,0,1784283667431898
cross_stream,1,1,depth+color,5,0,1784283667465389
cross_stream,1,1,depth+color,5,0,1784283667498438
cross_stream,1,1,depth+color,5,0,1784283667532149
cross_stream,1,1,depth+color,4,0,1784283667565571
cross_stream,1,1,depth+color,4,0,1784283667598451
cross_stream,1,1,depth+color,5,0,1784283667631692
cross_stream,1,1,depth+color,4,0,1784283667665404
cross_stream,1,1,depth+color,5,0,1784283667698789
cross_stream,1,1,depth+color,5,0,1784283667731935
cross_stream,1,1,depth+color,4,0,1784283667765750
cross_stream,1,1,depth+color,5,0,1784283667798533
cross_stream,1,1,depth+color,5,0,1784283667832294
cross_stream,1,1,depth+color,5,0,1784283667865440
cross_stream,1,1,depth+color,4,0,1784283667898891
cross_stream,1,1,depth+color,5,0,1784283667931847
cross_stream,1,1,depth+color,5,0,1784283667965285
cross_stream,1,1,depth+color,5,0,1784283667998748
cross_stream,1,1,depth+color,5,0,1784283668032041
cross_stream,1,1,depth+color,4,0,1784283668065400
cross_stream,1,1,depth+color,4,0,1784283668098545
cross_stream,1,1,depth+color,4,0,1784283668132241
cross_stream,1,1,depth+color,5,0,1784283668198548
cross_stream,1,1,depth+color,5,0,1784283668232054
cross_stream,1,1,depth+color,5,0,1784283668265409
cross_stream,1,1,depth+color,4,0,1784283668298931
cross_stream,1,1,depth+color,4,0,1784283668331914
cross_stream,1,1,depth+color,5,0,1784283668365142
cross_stream,1,1,depth+color,4,0,1784283668398588
cross_stream,1,1,depth+color,5,0,1784283668432173
cross_stream,1,1,depth+color,4,0,1784283668465802
cross_stream,1,1,depth+color,4,0,1784283668498591
cross_stream,1,1,depth+color,5,0,1784283668531889
cross_stream,1,1,depth+color,5,0,1784283668565495
cross_stream,1,1,depth+color,5,0,1784283668598596
cross_stream,1,1,depth+color,4,0,1784283668631768
cross_stream,1,1,depth+color,5,0,1784283668665381
cross_stream,1,1,depth+color,4,0,1784283668699181
cross_stream,1,1,depth+color,5,0,1784283668731894
cross_stream,1,1,depth+color,4,0,1784283668765521
cross_stream,1,1,depth+color,5,0,1784283668799230
cross_stream,1,1,depth+color,5,0,1784283668831870
cross_stream,1,1,depth+color,5,0,1784283668865647
cross_stream,1,1,depth+color,5,0,1784283668898568
cross_stream,1,1,depth+color,5,0,1784283668931693
cross_stream,1,1,depth+color,4,0,1784283668965276
cross_stream,1,1,depth+color,4,0,1784283668998611
cross_stream,1,1,depth+color,4,0,1784283669032151
cross_stream,1,1,depth+color,5,0,1784283669065523
cross_stream,1,1,depth+color,4,0,1784283669099273
cross_stream,1,1,depth+color,4,0,1784283669131847
cross_stream,1,1,depth+color,5,0,1784283669165433
cross_stream,1,1,depth+color,4,0,1784283669198796
cross_stream,1,1,depth+color,5,0,1784283669231786
cross_stream,1,1,depth+color,4,0,1784283669265331
cross_stream,1,1,depth+color,4,0,1784283669298767
cross_stream,1,1,depth+color,5,0,1784283669331956
cross_stream,1,1,depth+color,5,0,1784283669365184
cross_stream,1,1,depth+color,5,0,1784283669399023
cross_stream,1,1,depth+color,5,0,1784283669432642
cross_stream,1,1,depth+color,5,0,1784283669465335
cross_stream,1,1,depth+color,4,0,1784283669498896
cross_stream,1,1,depth+color,5,0,1784283669532031
cross_stream,1,1,depth+color,4,0,1784283669565230
cross_stream,1,1,depth+color,4,0,1784283669598767
cross_stream,1,1,depth+color,5,0,1784283669632007
cross_stream,1,1,depth+color,5,0,1784283669665406
cross_stream,1,1,depth+color,4,0,1784283669698686
cross_stream,1,1,depth+color,5,0,1784283669731854
cross_stream,1,1,depth+color,5,0,1784283669765220
cross_stream,1,1,depth+color,5,0,1784283669799078
cross_stream,1,1,depth+color,5,0,1784283669832088
cross_stream,1,1,depth+color,4,0,1784283669865416
cross_stream,1,1,depth+color,4,0,1784283669899043
cross_stream,1,1,depth+color,5,0,1784283669931737
cross_stream,1,1,depth+color,4,0,1784283669965411
cross_stream,1,1,depth+color,5,0,1784283669999296
cross_stream,1,1,depth+color,5,0,1784283670032402
cross_stream,1,1,depth+color,4,0,1784283670065342
cross_stream,1,1,depth+color,5,0,1784283670098437
cross_stream,1,1,depth+color,4,0,1784283670132569
cross_stream,1,1,depth+color,4,0,1784283670165571
cross_stream,1,1,depth+color,4,0,1784283670198910
cross_stream,1,1,depth+color,4,0,1784283670231934
cross_stream,1,1,depth+color,5,0,1784283670265266
cross_stream,1,1,depth+color,5,0,1784283670298700
cross_stream,1,1,depth+color,4,0,1784283670332417
cross_stream,1,1,depth+color,5,0,1784283670365659
cross_stream,1,1,depth+color,4,0,1784283670398838
cross_stream,1,1,depth+color,4,0,1784283670431867
cross_stream,1,1,depth+color,5,0,1784283670465040
cross_stream,1,1,depth+color,4,0,1784283670498388
cross_stream,1,1,depth+color,5,0,1784283670531839
cross_stream,1,1,depth+color,5,0,1784283670565327
cross_stream,1,1,depth+color,5,0,1784283670599125
cross_stream,1,1,depth+color,5,0,1784283670632072
cross_stream,1,1,depth+color,4,0,1784283670665353
cross_stream,1,1,depth+color,5,0,1784283670698757
cross_stream,1,1,depth+color,5,0,1784283670731778
cross_stream,1,1,depth+color,4,0,1784283670765058
cross_stream,1,1,depth+color,5,0,1784283670798781
cross_stream,1,1,depth+color,4,0,1784283670831995
cross_stream,1,1,depth+color,4,0,1784283670865059
cross_stream,1,1,depth+color,5,0,1784283670898550
cross_stream,1,1,depth+color,5,0,1784283670931895
cross_stream,1,1,depth+color,4,0,1784283670965469
cross_stream,1,1,depth+color,5,0,1784283670998907
cross_stream,1,1,depth+color,5,0,1784283671032088
cross_stream,1,1,depth+color,4,0,1784283671065508
cross_stream,1,1,depth+color,5,0,1784283671098383
cross_stream,1,1,depth+color,4,0,1784283671132208
cross_stream,1,1,depth+color,5,0,1784283671165736
cross_stream,1,1,depth+color,4,0,1784283671199068
cross_stream,1,1,depth+color,4,0,1784283671231785
cross_stream,1,1,depth+color,5,0,1784283671265320
cross_stream,1,1,depth+color,5,0,1784283671299108
cross_stream,1,1,depth+color,5,0,1784283671331960
cross_stream,1,1,depth+color,5,0,1784283671365378
cross_stream,1,1,depth+color,5,0,1784283671398832
cross_stream,1,1,depth+color,5,0,1784283671432323
cross_stream,1,1,depth+color,5,0,1784283671466524
cross_stream,1,1,depth+color,5,0,1784283671498656
cross_stream,1,1,depth+color,4,0,1784283671532071
cross_stream,1,1,depth+color,4,0,1784283671565156
cross_stream,1,1,depth+color,4,0,1784283671599458
cross_stream,1,1,depth+color,4,0,1784283671632055
cross_stream,1,1,depth+color,5,0,1784283671665147
cross_stream,1,1,depth+color,5,0,1784283671699005
cross_stream,1,1,depth+color,4,0,1784283671732077
cross_stream,1,1,depth+color,4,0,1784283671765485
cross_stream,1,1,depth+color,4,0,1784283671799060
cross_stream,1,1,depth+color,4,0,1784283671832265
cross_stream,1,1,depth+color,5,0,1784283671865073
cross_stream,1,1,depth+color,5,0,1784283671898910
cross_stream,1,1,depth+color,5,0,1784283671932298
cross_stream,1,1,depth+color,5,0,1784283671965254
cross_stream,1,1,depth+color,5,0,1784283671999214
cross_stream,1,1,depth+color,5,0,1784283672032203
cross_stream,1,1,depth+color,5,0,1784283672065596
cross_stream,1,1,depth+color,4,0,1784283672098373
cross_stream,1,1,depth+color,5,0,1784283672132446
cross_stream,1,1,depth+color,5,0,1784283672165853
cross_stream,1,1,depth+color,5,0,1784283672199023
cross_stream,1,1,depth+color,5,0,1784283672232239
cross_stream,1,1,depth+color,4,0,1784283672265890
cross_stream,1,1,depth+color,5,0,1784283672298629
cross_stream,1,1,depth+color,5,0,1784283672331956
cross_stream,1,1,depth+color,5,0,1784283672365610
cross_stream,1,1,depth+color,5,0,1784283672398435
cross_stream,1,1,depth+color,5,0,1784283672432151
cross_stream,1,1,depth+color,4,0,1784283672465519
cross_stream,1,1,depth+color,5,0,1784283672498622
cross_stream,1,1,depth+color,4,0,1784283672532707
cross_stream,1,1,depth+color,5,0,1784283672567406
cross_stream,1,1,depth+color,5,0,1784283672598978
cross_stream,1,1,depth+color,4,0,1784283672632648
cross_stream,1,1,depth+color,5,0,1784283672665915
cross_stream,1,1,depth+color,5,0,1784283672698763
cross_stream,1,1,depth+color,5,0,1784283672732089
cross_stream,1,1,depth+color,4,0,1784283672765280
cross_stream,1,1,depth+color,4,0,1784283672798551
cross_stream,1,1,depth+color,4,0,1784283672832222
cross_stream,1,1,depth+color,4,0,1784283672865440
cross_stream,1,1,depth+color,4,0,1784283672898783
cross_stream,1,1,depth+color,4,0,1784283672932090
cross_stream,1,1,depth+color,4,0,1784283672965327
cross_stream,1,1,depth+color,5,0,1784283672998920
cross_stream,1,1,depth+color,5,0,1784283673032564
cross_stream,1,1,depth+color,4,0,1784283673065446
cross_stream,1,1,depth+color,4,0,1784283673098886
cross_stream,1,1,depth+color,4,0,1784283673132837
cross_stream,1,1,depth+color,4,0,1784283673165292
cross_stream,1,1,depth+color,5,0,1784283673198976
cross_stream,1,1,depth+color,4,0,1784283673232518
cross_stream,1,1,depth+color,4,0,1784283673265292
cross_stream,1,1,depth+color,5,0,1784283673298821
cross_stream,1,1,depth+color,5,0,1784283673332110
cross_stream,1,1,depth+color,4,0,1784283673365479
cross_stream,1,1,depth+color,5,0,1784283673398512
cross_stream,1,1,depth+color,5,0,1784283673431886
cross_stream,1,1,depth+color,5,0,1784283673465455
cross_stream,1,1,depth+color,4,0,1784283673498805
cross_stream,1,1,depth+color,4,0,1784283673532047
cross_stream,1,1,depth+color,4,0,1784283673565239
cross_stream,1,1,depth+color,5,0,1784283673598871
cross_stream,1,1,depth+color,5,0,1784283673632577
cross_stream,1,1,depth+color,4,0,1784283673666345
cross_stream,1,1,depth+color,5,0,1784283673698753
cross_stream,1,1,depth+color,4,0,1784283673732113
cross_stream,1,1,depth+color,5,0,1784283673765438
cross_stream,1,1,depth+color,4,0,1784283673798482
cross_stream,1,1,depth+color,5,0,1784283673831883
cross_stream,1,1,depth+color,5,0,1784283673865214
cross_stream,1,1,depth+color,4,0,1784283673898957
cross_stream,1,1,depth+color,4,0,1784283673932168
cross_stream,1,1,depth+color,5,0,1784283673965509
cross_stream,1,1,depth+color,5,0,1784283673998328
cross_stream,1,1,depth+color,5,0,1784283674032083
cross_stream,1,1,depth+color,4,0,1784283674065484
cross_stream,1,1,depth+color,4,0,1784283674098330
cross_stream,1,1,depth+color,4,0,1784283674132515
cross_stream,1,1,depth+color,4,0,1784283674166064
cross_stream,1,1,depth+color,4,0,1784283674199065
cross_stream,1,1,depth+color,4,0,1784283674232083
cross_stream,1,1,depth+color,4,0,1784283674265302
cross_stream,1,1,depth+color,4,0,1784283674298637
cross_stream,1,1,depth+color,4,0,1784283674332194
cross_stream,1,1,depth+color,5,0,1784283674365480
cross_stream,1,1,depth+color,5,0,1784283674398526
cross_stream,1,1,depth+color,5,0,1784283674432512
cross_stream,1,1,depth+color,4,0,1784283674465672
cross_stream,1,1,depth+color,5,0,1784283674498774
cross_stream,1,1,depth+color,4,0,1784283674532292
cross_stream,1,1,depth+color,4,0,1784283674565621
cross_stream,1,1,depth+color,4,0,1784283674598977
cross_stream,1,1,depth+color,4,0,1784283674632453
cross_stream,1,1,depth+color,4,0,1784283674665916
cross_stream,1,1,depth+color,5,0,1784283674698862
cross_stream,1,1,depth+color,4,0,1784283674732259
cross_stream,1,1,depth+color,4,0,1784283674765382
cross_stream,1,1,depth+color,4,0,1784283674798513
cross_stream,1,1,depth+color,5,0,1784283674832164
cross_stream,1,1,depth+color,4,0,1784283674865496
cross_stream,1,1,depth+color,5,0,1784283674898654
cross_stream,1,1,depth+color,4,0,1784283674931840
cross_stream,1,1,depth+color,4,0,1784283674965248
cross_stream,1,1,depth+color,4,0,1784283674998572
cross_stream,1,1,depth+color,5,0,1784283675032299
cross_stream,1,1,depth+color,4,0,1784283675065238
cross_stream,1,1,depth+color,4,0,1784283675098547
cross_stream,1,1,depth+color,5,0,1784283675132140
cross_stream,1,1,depth+color,4,0,1784283675165844
cross_stream,1,1,depth+color,5,0,1784283675198825
cross_stream,1,1,depth+color,5,0,1784283675232867
cross_stream,1,1,depth+color,5,0,1784283675265657
cross_stream,1,1,depth+color,4,0,1784283675299056
cross_stream,1,1,depth+color,4,0,1784283675332337
cross_stream,1,1,depth+color,4,0,1784283675365400
cross_stream,1,1,depth+color,4,0,1784283675398968
cross_stream,1,1,depth+color,4,0,1784283675432365
cross_stream,1,1,depth+color,5,0,1784283675466014
cross_stream,1,1,depth+color,4,0,1784283675499032
cross_stream,1,1,depth+color,5,0,1784283675531936
cross_stream,1,1,depth+color,5,0,1784283675565556
cross_stream,1,1,depth+color,5,0,1784283675598814
cross_stream,1,1,depth+color,4,0,1784283675631867
cross_stream,1,1,depth+color,5,0,1784283675665631
cross_stream,1,1,depth+color,4,0,1784283675699483
cross_stream,1,1,depth+color,4,0,1784283675731877
cross_stream,1,1,depth+color,5,0,1784283675765518
cross_stream,1,1,depth+color,5,0,1784283675799023
cross_stream,1,1,depth+color,5,0,1784283675831703
cross_stream,1,1,depth+color,5,0,1784283675866250
cross_stream,1,1,depth+color,5,0,1784283675898743
cross_stream,1,1,depth+color,5,0,1784283675932135
cross_stream,1,1,depth+color,5,0,1784283675965468
cross_stream,1,1,depth+color,5,0,1784283675998904
cross_stream,1,1,depth+color,4,0,1784283676032204
cross_stream,1,1,depth+color,5,0,1784283676065085
cross_stream,1,1,depth+color,4,0,1784283676098444
cross_stream,1,1,depth+color,5,0,1784283676132142
cross_stream,1,1,depth+color,5,0,1784283676165650
cross_stream,1,1,depth+color,5,0,1784283676198924
cross_stream,1,1,depth+color,5,0,1784283676232102
cross_stream,1,1,depth+color,5,0,1784283676265439
cross_stream,1,1,depth+color,5,0,1784283676298518
cross_stream,1,1,depth+color,5,0,1784283676332053
cross_stream,1,1,depth+color,4,0,1784283676365445
cross_stream,1,1,depth+color,5,0,1784283676398803
cross_stream,1,1,depth+color,4,0,1784283676432127
cross_stream,1,1,depth+color,4,0,1784283676465483
cross_stream,1,1,depth+color,5,0,1784283676498861
cross_stream,1,1,depth+color,5,0,1784283676531789
cross_stream,1,1,depth+color,4,0,1784283676565135
cross_stream,1,1,depth+color,5,0,1784283676598517
cross_stream,1,1,depth+color,4,0,1784283676631883
cross_stream,1,1,depth+color,4,0,1784283676665862
cross_stream,1,1,depth+color,5,0,1784283676698887
cross_stream,1,1,depth+color,5,0,1784283676731879
cross_stream,1,1,depth+color,5,0,1784283676765429
cross_stream,1,1,depth+color,5,0,1784283676798806
cross_stream,1,1,depth+color,5,0,1784283676832100
cross_stream,1,1,depth+color,4,0,1784283676865527
cross_stream,1,1,depth+color,4,0,1784283676898920
cross_stream,1,1,depth+color,4,0,1784283676932136
cross_stream,1,1,depth+color,4,0,1784283676968855
cross_stream,1,1,depth+color,5,0,1784283676998840
cross_stream,1,1,depth+color,5,0,1784283677032299
cross_stream,1,1,depth+color,4,0,1784283677065639
cross_stream,1,1,depth+color,5,0,1784283677098956
cross_stream,1,1,depth+color,4,0,1784283677132237
cross_stream,1,1,depth+color,4,0,1784283677165082
cross_stream,1,1,depth+color,5,0,1784283677199134
cross_stream,1,1,depth+color,5,0,1784283677231835
cross_stream,1,1,depth+color,4,0,1784283677265498
cross_stream,1,1,depth+color,4,0,1784283677298863
cross_stream,1,1,depth+color,5,0,1784283677332174
cross_stream,1,1,depth+color,4,0,1784283677365424
cross_stream,1,1,depth+color,4,0,1784283677398457
cross_stream,1,1,depth+color,5,0,1784283677432207
cross_stream,1,1,depth+color,5,0,1784283677465432
cross_stream,1,1,depth+color,5,0,1784283677498904
cross_stream,1,1,depth+color,4,0,1784283677531676
cross_stream,1,1,depth+color,5,0,1784283677565377
cross_stream,1,1,depth+color,5,0,1784283677598934
cross_stream,1,1,depth+color,4,0,1784283677632417
cross_stream,1,1,depth+color,4,0,1784283677665753
cross_stream,1,1,depth+color,4,0,1784283677699043
cross_stream,1,1,depth+color,4,0,1784283677732026
cross_stream,1,1,depth+color,4,0,1784283677765639
cross_stream,1,1,depth+color,5,0,1784283677798887
cross_stream,1,1,depth+color,4,0,1784283677832235
cross_stream,1,1,depth+color,4,0,1784283677865772
cross_stream,1,1,depth+color,4,0,1784283677899095
cross_stream,1,1,depth+color,5,0,1784283677931855
cross_stream,1,1,depth+color,5,0,1784283677965381
cross_stream,1,1,depth+color,5,0,1784283677998843
cross_stream,1,1,depth+color,4,0,1784283678031973
