sn,sensor,frameNumSource,missingFrameNum
CPBG1630011D,depth,hw,22
CPBG1630011D,depth,hw,23
CPBG1630011D,depth,hw,1589
CPBG1630011D,depth,hw,1590
CPBG1630011D,depth,hw,1616
CPBG1630011D,depth,hw,1619
CV3T561000H0,depth,hw,16
CV3T561000B5,depth,hw,15
