comparison_type,device_i,device_j,stream,hw_diff_us,global_diff_us,sys_diff_us,timestamp_us
cross_stream,0,0,depth+color,-58,-58,2980,1786428273340511
cross_stream,0,0,depth+color,-57,-57,4991,1786428273373936
cross_stream,0,0,depth+color,-58,-58,4520,1786428273407114
cross_stream,0,0,depth+color,-58,-58,4550,1786428273440412
cross_stream,0,0,depth+color,-58,-58,4404,1786428273473954
cross_stream,0,0,depth+color,-58,-58,4921,1786428273507139
cross_stream,0,0,depth+color,-58,-58,4591,1786428273540263
cross_stream,0,0,depth+color,-58,-58,4878,1786428273573975
cross_stream,0,0,depth+color,-58,-57,4534,1786428273607226
cross_stream,0,0,depth+color,-58,-58,4720,1786428273640770
cross_stream,0,0,depth+color,-57,-56,4650,1786428273674134
cross_stream,0,0,depth+color,-58,-58,4850,1786428273707619
cross_stream,0,0,depth+color,-57,-57,4370,1786428273740628
cross_stream,0,0,depth+color,-58,-58,4283,1786428273774148
cross_stream,0,0,depth+color,-58,-57,4517,1786428273807390
cross_stream,0,0,depth+color,-57,-57,4839,1786428273840392
cross_stream,0,0,depth+color,-58,-59,4582,1786428273873995
cross_stream,0,0,depth+color,-57,-57,4545,1786428273907426
cross_stream,0,0,depth+color,-58,-58,4252,1786428273940612
cross_stream,0,0,depth+color,-58,-58,4790,1786428273974035
cross_stream,0,0,depth+color,-58,-58,4356,1786428274007425
cross_stream,0,0,depth+color,-58,-58,4300,1786428274040851
cross_stream,0,0,depth+color,-58,-58,3941,1786428274073689
cross_stream,0,0,depth+color,-58,-58,4516,1786428274107584
cross_stream,0,0,depth+color,-58,-58,4182,1786428274140132
cross_stream,0,0,depth+color,-58,-58,4474,1786428274173481
cross_stream,0,0,depth+color,-58,-58,4507,1786428274207234
cross_stream,0,0,depth+color,-58,-58,4301,1786428274240605
cross_stream,0,0,depth+color,-58,-58,4487,1786428274273604
cross_stream,0,0,depth+color,-58,-58,4658,1786428274307277
cross_stream,0,0,depth+color,-58,-58,4267,1786428274340412
cross_stream,0,0,depth+color,-57,-57,4556,1786428274373799
cross_stream,0,0,depth+color,-58,-58,4342,1786428274407454
cross_stream,0,0,depth+color,-58,-58,3972,1786428274440397
cross_stream,0,0,depth+color,-58,-58,4530,1786428274473887
cross_stream,0,0,depth+color,-58,-58,4452,1786428274507750
